year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Japan,44307,53509,60723,69498,81749,90950,106000,124000,147000,172000,212000,239000,316000,430000,477000,519000,583000,718000,1010000,1050000,1100000,1220000,1130000,1230000,1310000,1400000,2080000,2510000,3050000,3050000,3140000,3580000,3900000,4470000,4910000,5450000,4830000,4410000,4030000,4560000,4890000,4300000,4120000,4450000,4820000,4760000,4530000,4520000,5040000,5230000,5700000,6160000,6200000,5160000,4850000,4390000,4950000
