Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Japan,27994280,27921824,27291398,26643474,26051595,25576728,25282977,25039007,24736042,24994444,25161205,25403515,25844040,26232625,26873506,27320351,27614449,27735022,27683851,27597705,27541957,27218290,27032942,26890749,26611565,26134688,25709747,25054373,24262994,23496506,22823141,22206971,21662451,21193771,20776926,20378454,19990692,19648790,19345295,19042930,18751336,18536369,18308488,18083198,17857583,17670280,17499244,17392559,17307781,17211777,17103318,17006452,16888200,16755951,16628514,16517168,16427690,16338645
