1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
4904397,5111677,5293356,5445602,5572647,5667341,5711500,5754885,5794187,5806201,5821139,5805182,5833400,5804956,5767390,5737621,5754486,5735285,5727345,5740709,5739248,5754357,5785356,5789914,5758317,5716144,5658666,5600598,5578872,5543197,5525365,5427150,5361347,5279705,5169581,5076083,4982543,4914280,4815400,4734596,4703093,4661884,4598892,4481620,4387082,4259049,4145631,4030645,3905203,3778018,3624311,3501790,3411677,3346601,3277300,3187780,3141881,3091873
